_id,Distributor,gross_box_office,max_theater,open_theater,open_week,opening,title,year,Domestic
6613478120c516ce485cfb18,"[ ""Universal Pictures International (UPI)"" ]","$798,293 ",54,-,21-Mar,-,Us,2019,HK
6613478120c516ce485cfb19,"[ ""Universal Pictures International (UPI)"" ]","$793,515 ",52,-,28-Feb,-,Happy Death Day 2U,2019,HK
6613478120c516ce485cfb1a,"[ ""Walt Disney Pictures"" ]","$735,068 ",-,-,26-Sep,-,Ready or Not,2019,HK
6613478120c516ce485cfb1b,null,"$707,516 ",-,-,7-Nov,"$302,484 ",Guilt by Design,2019,HK
6613478120c516ce485cfb1c,"[ ""Golden Scene"" ]","$682,018 ",-,-,5-Sep,-,Exit,2019,HK
6613478120c516ce485cfb1d,"[ ""Warner Bros."" ]","$674,000 ",-,-,7-Feb,-,The Lego Movie 2: The Second Part,2019,HK
6613478120c516ce485cfb1e,"[ ""Universal Pictures International (UPI)"" ]","$652,684 ",35,-,22-Aug,-,Yesterday,2019,HK
6613478120c516ce485cfb1f,"[ ""Warner Bros."" ]","$626,000 ",-,-,17-Apr,-,The Curse of La Llorona,2019,HK
6613478120c516ce485cfb20,"[ ""Parkway Management"" ]","$605,955 ",45,-,14-Feb,-,Cold Pursuit,2019,HK
6613478120c516ce485cfb21,"[ ""Universal Pictures International (UPI)"" ]","$604,079 ",41,-,1-Oct,-,Abominable,2019,HK
6613478120c516ce485cfb22,null,"$602,584 ",-,-,19-Sep,-,Rambo: Last Blood,2019,HK
6613478120c516ce485cfb23,"[ ""Intercontinental Film Distributors (HK)"" ]","$600,149 ",-,-,11-Apr,-,The Upside,2019,HK
6613478120c516ce485cfb24,"[ ""Sony Pictures Releasing"" ]","$574,099 ",128,128,24-Oct,"$303,535 ",Zombieland: Double Tap,2019,HK
6613478120c516ce485cfb25,null,"$563,830 ",-,-,28-Feb,-,Dragon Ball Super: Broly,2019,HK
6613478120c516ce485cfb26,"[ ""Warner Bros."" ]","$563,000 ",-,-,7-Nov,"$272,227 ",Doctor Sleep,2019,HK
6613478120c516ce485cfb27,"[ ""Universal Pictures International (UPI)"" ]","$519,989 ",39,-,5-Sep,-,Good Boys,2019,HK
6613478120c516ce485cfb28,"[ ""Paramount Pictures International"" ]","$492,857 ",48,-,17-Jan,-,Instant Family,2019,HK
6613478120c516ce485cfb29,"[ ""Universal Pictures International (UPI)"" ]","$467,195 ",51,51,26-Dec,"$311,532 ",Cats,2019,HK
6613478120c516ce485cfb2a,null,"$459,289 ",-,-,4-Apr,-,The Lady Improper,2019,HK
6613478120c516ce485cfb2b,null,"$458,371 ",-,-,22-Aug,-,One Piece: Stampede,2019,HK
6613478120c516ce485cfb2c,"[ ""Paramount Pictures International"" ]","$458,276 ",-,-,4-Apr,-,Pet Sematary,2019,HK
6613478120c516ce485cfb2d,"[ ""Sony Pictures Releasing"" ]","$455,435 ",111,111,14-Nov,"$244,687 ",Charlie's Angels,2019,HK
6613478120c516ce485cfb2e,"[ ""Golden Scene"" ]","$455,220 ",-,-,1-Aug,-,Sherlock Holmes and the Great Escape,2019,HK
6613478120c516ce485cfb2f,null,"$437,725 ",-,-,21-Nov,-,21 Bridges,2019,HK
6613478120c516ce485cfb30,"[ ""Paramount Pictures International"" ]","$415,032 ",-,-,18-Apr,-,Wonder Park,2019,HK
6613478120c516ce485cfb31,"[ ""Edko Films"" ]","$400,904 ",-,-,26-Dec,"$171,405 ",A Shaun the Sheep Movie: Farmageddon,2019,HK
6613478120c516ce485cfb32,"[ ""Edko Films"" ]","$394,768 ",-,-,12-Sep,-,Ossan's Love: Love or Dead,2019,HK
6613478120c516ce485cfb33,null,"$391,543 ",-,-,29-Aug,-,Scary Stories to Tell in the Dark,2019,HK
6613478120c516ce485cfb34,"[ ""My Way Film Company"" ]","$388,625 ",-,-,28-Feb,-,Fall In Love At First Kiss,2019,HK
6613478120c516ce485cfb35,"[ ""Edko Films"" ]","$383,022 ",51,-,10-Oct,-,47 Meters Down: Uncaged,2019,HK
6613478120c516ce485cfb36,null,"$369,973 ",-,-,1-Oct,-,"My People, My Country",2019,HK
6613478120c516ce485cfb37,"[ ""20th Century Fox International"" ]","$353,149 ",20,-,21-Feb,-,The Favourite,2019,HK
6613478120c516ce485cfb38,null,"$350,384 ",-,-,15-Aug,-,The Current War,2019,HK
